Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Minimum Salary,Maximum Salary,Average Salary,salary_category,Rating Interval,Min Employees,Max Employees,Ownership Category,Ownership_College / University,Ownership_Company - Private,Ownership_Company - Public,Ownership_Contract,Ownership_Government,Ownership_Hospital,Ownership_Nonprofit Organization,Ownership_Other Organization,Ownership_Private Practice / Firm,Ownership_Self-employed,Ownership_Subsidiary or Business Segment,Education Level,Experience Level,python,excel,hadoop,spark,aws,tableau,State
Experienced Data Scientist,101-165 ,4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC","Mays Landing, NJ",1 - 50 ,1997,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,101,165,133,Medium,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,advanced degree,Entry,1,1,1,1,0,1, DC
Machine Learning Engineer,101-165 ,,Radical Convergence,"Reston, VA",,Unknown,,,,,,101,165,133,Medium,,Unknown,Unknown,Other,False,False,False,False,False,False,False,False,False,False,False,Master,Entry,1,0,0,0,0,0, VA
Data Scientist,101-165 ,3.5,Leidos,"Fort Meade, MD","Reston, VA",10000+ ,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),101,165,133,Medium,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Entry,0,0,0,0,1,0, MD
Data Scientist,101-165 ,4.5,Demandbase,"San Francisco, CA","San Francisco, CA",201 - 500 ,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),101,165,133,Medium,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,0,0,1,1,0, CA
Say Business Data Analyst,101-165 ,4.1,Shelter Insurance,"Columbia, MO","Columbia, MO",1001 - 5000 ,1946,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),101,165,133,Medium,4-5,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,1,1,0,0,1,1, MO
Geospatial Data Scientist,101-165 ,3.5,Maxar Technologies,"Chantilly, VA","Westminster, CO",5001 - 10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),101,165,133,Medium,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Not Mentioned,0,0,0,0,0,0, VA
Data Analyst,101-165 ,2.7,USAC,"Washington, DC","Washington, DC",501 - 1000 ,1997,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 to $50 million (USD),101,165,133,Medium,2-3,501 , 1000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Bachelor,Entry,1,1,0,0,0,0, DC
Computational Scientist,101-165 ,3.4,General Dynamics Information Technology,"Vicksburg, MS","Fairfax, VA",10000+ ,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),101,165,133,Medium,3-4,10001 ,10000+ ,Private,False,False,False,False,False,False,False,False,False,False,True,Bachelor,Mid-Senior,0,0,0,0,0,0, MS
Data Scientist,101-165 ,4.4,Offerpad,"Chandler, AZ","Chandler, AZ",201 - 500 ,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,101,165,133,Medium,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Senior,1,1,0,0,0,0, AZ
Senior Data Analyst,101-165 ,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),101,165,133,Medium,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,1,0,1,1,0,0, CA
Senior Data Analyst,101-165 ,4.2,Autodesk,"San Francisco, CA","Herndon, VA",5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),101,165,133,Medium,4-5,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Entry,1,0,1,1,0,1, CA
Data Engineer,101-165 ,3.5,Magna International Inc.,"Birmingham, AL","Aurora, Canada",10000+ ,1957,Company - Public,,,$10+ billion (USD),101,165,133,Medium,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,1,1,1,0, AL
Sr Data Analyst,101-165 ,2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),101,165,133,Medium,2-3,1001 , 5000 ,Other,False,False,False,False,False,False,False,True,False,False,False,Not Mentioned,Entry,0,1,0,0,0,1, PA
Data Scientist,101-165 ,3.4,Kelly,"Chicago, IL","Troy, MI",5001 - 10000 ,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),101,165,133,Medium,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,0,1,0,0,0,0, IL
"Machine Learning Scientist - Bay Area, CA",101-165 ,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,101,165,133,Medium,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Mid-Senior,1,0,0,0,1,0, CA
Data Scientist,101-165 ,4.7,C3.ai,"Redwood City, CA","Redwood City, CA",201 - 500 ,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),101,165,133,Medium,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,1,0,0,0,0, CA
Senior Data Scientist - Algorithms,101-165 ,3.9,Quartet Health,"New York, NY","New York, NY",201 - 500 ,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,101,165,133,Medium,3-4,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,0,1,0,0,0, NY
Data Analyst,101-165 ,3.3,Midland Credit Management,"San Diego, CA","San Diego, CA",1001 - 5000 ,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),101,165,133,Medium,3-4,1001 , 5000 ,Private,False,False,False,False,False,False,False,False,False,False,True,Bachelor,Entry,1,1,0,0,0,0, CA
Senior Data & Machine Learning Scientist,101-165 ,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,101,165,133,Medium,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,0,0,0,1,0, IL
Data Engineer,101-165 ,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",201 - 500 ,1998,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),101,165,133,Medium,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Senior,1,1,0,0,1,0, OH
"Data Scientist - Statistics, Early Career",56-97 ,3.7,PNNL,"Richland, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76,Very Low,3-4,1001 , 5000 ,Public,False,False,False,False,True,False,False,False,False,False,False,PhD,Entry,0,1,0,0,0,0, WA
Data Scientist,56-97 ,3.5,Buckman,"Memphis, TN","Memphis, TN",1001 - 5000 ,1945,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),56,97,76,Very Low,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,1,0,0,0, TN
Machine Learning Engineer,56-97 ,3.6,Buckman,"Memphis, TN","Arlington, VA",501 - 1000 ,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),56,97,76,Very Low,3-4,501 , 1000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Bachelor,Entry,1,0,0,0,0,0, TN
Research Scientist - Patient-Centered Research (Remote),56-97 ,3.8,Evidera,"Bethesda, MD","Bethesda, MD",501 - 1000 ,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76,Very Low,3-4,501 , 1000 ,Private,False,False,False,False,False,False,False,False,False,False,True,Phd,Senior,0,1,0,0,0,0, MD
Jr. Business Data Analyst (position added 6/12/2020),56-97 ,4.7,webfx.com,"Harrisburg, PA","Harrisburg, PA",201 - 500 ,1997,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),56,97,76,Very Low,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,0,1,0,0,0,0, PA
Sr. Data Scientist II,56-97 ,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),56,97,76,Very Low,3-4,1001 , 5000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,0,1,1,1,0, NY
Data Scientist,56-97 ,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001 - 10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),56,97,76,Very Low,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,0,0,0, TN
Senior Data Analyst,56-97 ,3.9,Life360,"San Francisco, CA","San Francisco, CA",51 - 200 ,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,56,97,76,Very Low,3-4,51 , 200 ,Public,False,False,True,False,False,False,False,False,False,False,False,Advanced degree,Entry,1,0,0,0,0,1, CA
Lead Data Scientist,56-97 ,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 - 10000 ,,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),56,97,76,Very Low,3-4,5001 , 10000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Phd,Entry,1,0,1,1,1,0, MA
Production Engineer - Statistics/Data Analysis,56-97 ,3.9,Natera,"San Carlos, CA","San Carlos, CA",501 - 1000 ,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76,Very Low,3-4,501 , 1000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Mid-Senior,1,1,0,0,1,0, CA
Statistical Scientist,56-97 ,4.0,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76,Very Low,3-4,10001 ,10000+ ,Private,False,False,False,False,False,False,False,False,False,False,True,Phd,Mid-Senior,1,1,0,0,1,0, CA
Computational Behavioral Scientist,56-97 ,4.2,Ntrepid,"Herndon, VA","Herndon, VA",201 - 500 ,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),56,97,76,Very Low,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Advanced degree,Mid-Senior,1,0,0,0,0,0, VA
Principal Data Scientist - Machine Learning,56-97 ,3.6,Constant Contact,"Waltham, MA","Waltham, MA",Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,56,97,76,Very Low,3-4,Unknown,Unknown,Private,False,False,False,False,False,False,False,False,False,False,True,PhD,Entry,1,1,1,1,1,0, MA
Principal Machine Learning Scientist,56-97 ,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 - 1000 ,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,56,97,76,Very Low,4-5,501 , 1000 ,Private,False,False,False,False,False,False,False,False,False,False,True,PhD,Not Mentioned,1,0,0,0,0,0, CA
Data Engineer,56-97 ,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",51 - 200 ,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,56,97,76,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Senior,1,0,0,0,1,0, CA
Principal Data Scientist,56-97 ,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76,Very Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Mid-Senior,1,1,0,0,0,0, MD
Data Scientist,56-97 ,5.0,SkillSoniq,"San Francisco, CA","Jersey City, NJ",Unknown,,Company - Public,,,Unknown / Non-Applicable,56,97,76,Very Low,4-5,Unknown,Unknown,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,1,0,0,0,0,0, CA
Senior Data Scientist - R&D Oncology,56-97 ,4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ ,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76,Very Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Senior,1,0,0,0,0,0, NY
Data Scientist,56-97 ,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",51 - 200 ,,Company - Private,,,Unknown / Non-Applicable,56,97,76,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,1,1,0,1,1,0, CA
"Health Plan Data Analyst, Sr",56-97 ,3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",5001 - 10000 ,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),56,97,76,Very Low,3-4,5001 , 10000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Not Mentioned,Entry,0,0,0,0,0,0, TX
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",56-97 ,3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76,Very Low,3-4,201 , 500 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,0,0,0,0,0,0, RI
Analytics - Business Assurance Data Analyst,56-97 ,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000 ,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),56,97,76,Very Low,4-5,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,0,1,0,0,0,1, IA
Data Scientist,79-106 ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 - 200 ,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),79,106,92,Very Low,3-4,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,bachelor,Not Mentioned,0,0,0,0,0,0, IL
Data Scientist,79-106 ,4.1,Coverent,"McLean, VA","McLean, VA",51 - 200 ,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),79,106,92,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,1,0,0,0,0, VA
Machine Learning Engineer,79-106 ,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501 - 1000 ,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,106,92,Very Low,3-4,501 , 1000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,1,0,0,0,0,0, VA
Data Engineer,79-106 ,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,106,92,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,1,0,0,0, CA
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-106 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92,Very Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Entry,0,0,0,0,0,0, MA
Data Engineer,79-106 ,3.6,Alion Science & Technology,"Linthicum Heights, MD","Mc Lean, VA",1001 - 5000 ,2001,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),79,106,92,Very Low,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,1,1,0,0,1,0, MD
Data Science Instructor,79-106 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),79,106,92,Very Low,4-5,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,0,1,0,0,0,0, VA
Senior Business Intelligence Analyst,79-106 ,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 - 5000 ,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),79,106,92,Very Low,3-4,1001 , 5000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,0,0,0,0,0,0, MN
In-Line Inspection Data Analyst,79-106 ,2.9,Quest Integrity,"Tulsa, OK","Kent, WA",201 - 500 ,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),79,106,92,Very Low,2-3,201 , 500 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,0,1,0,0,0,0, OK
Data Scientist - TS/SCI FSP or CI Required,79-106 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 - 50 ,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92,Very Low,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,1,0,0, MD
Data Scientist,79-106 ,3.4,Dice.com,"Newton, MA","Denver, CO",201 - 500 ,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),79,106,92,Very Low,3-4,201 , 500 ,Private,False,False,False,False,False,False,False,False,False,False,True,Bachelor,Entry,1,1,0,0,1,0, MA
Senior Data Scientist,79-106 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 - 10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),79,106,92,Very Low,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,1,1,0,0,0,0, VA
Data Scientist - TS/SCI Required,79-106 ,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 - 50 ,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92,Very Low,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,1,0,0, MD
Data Science Software Engineer,79-106 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,79,106,92,Very Low,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,bachelor,Senior,1,0,0,0,0,0, MA
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,79-106 ,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),79,106,92,Very Low,3-4,1001 , 5000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Not Mentioned,Mid-Senior,1,1,0,0,0,0, OK
AI Ops Data Scientist,79-106 ,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92,Very Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Mid-Senior,1,0,1,1,1,0, MD
"Intelligence Data Analyst, Senior",79-106 ,4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501 - 1000 ,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),79,106,92,Very Low,4-5,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,1,0,0,0,0,0, VA
Analytics Manager - Data Mart,79-106 ,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),79,106,92,Very Low,3-4,501 , 1000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Bachelor,Entry,0,0,0,0,0,1, CA
Data Modeler (Analytical Systems),79-106 ,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 - 10000 ,,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),79,106,92,Very Low,3-4,5001 , 10000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Senior,0,1,1,1,0,0, MA
"Senior Machine Learning Scientist - Bay Area, CA",79-106 ,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,106,92,Very Low,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,0,0,0,1,0, CA
Report Writer-Data Analyst,79-106 ,3.1,Security Finance Corporation of Spartanburg,"Spartanburg, SC","Spartanburg, SC",1001 - 5000 ,1955,Company - Private,Lending,Finance,Unknown / Non-Applicable,79,106,92,Very Low,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Not Mentioned,0,0,0,0,0,0, SC
Data Scientist/Machine Learning,71-123 ,4.3,PulsePoint,"New York, NY","New York, NY",51 - 200 ,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),71,123,97,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,0,1,1,0,0, NY
Data Scientist - Risk,71-123 ,4.2,LSQ,"Orlando, FL","Orlando, FL",51 - 200 ,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),71,123,97,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,1,1,1,1,1, FL
Data Engineer,71-123 ,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",201 - 500 ,1998,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),71,123,97,Very Low,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Senior,1,1,0,0,1,0, OH
Staff Data Scientist - Pricing,71-123 ,3.6,Opendoor,"San Francisco, CA","San Francisco, CA",501 - 1000 ,2014,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),71,123,97,Very Low,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,0,0,0,1,0, CA
Data Scientist,71-123 ,4.5,Global Data Management Inc,"Hartford, CT","Woodbridge, NJ",51 - 200 ,2008,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,1,0,0,0,0,0, CT
Data Scientist,71-123 ,3.0,Photon Infotech,"Chicago, IL","Chennai, India",1001 - 5000 ,1999,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),71,123,97,Very Low,2-3,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Master,Entry,1,1,1,1,0,0, IL
Data Scientist,71-123 ,5.0,REE,United States,"Tel Aviv-Yafo, Israel",51 - 200 ,2018,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,71,123,97,Very Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Mid-Senior,1,0,0,0,0,0,US
Machine Learning Engineer,71-123 ,3.6,Riverside Research Institute,"Beavercreek, OH","Arlington, VA",501 - 1000 ,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),71,123,97,Very Low,3-4,501 , 1000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Bachelor,Entry,1,0,0,0,0,0, OH
Equity Data Insights Analyst - Quantitative Analyst,71-123 ,3.6,T. Rowe Price,"Baltimore, MD","Baltimore, MD",5001 - 10000 ,1937,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),71,123,97,Very Low,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,1,1,0,0,0,1, MD
Data Scientist,71-123 ,,"Encode, Inc.","Norfolk, VA","Manalapan, NJ",1 - 50 ,,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97,Very Low,,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,0,1,0,0,1,0, VA
Research Scientist - Patient-Centered Research (Remote),71-123 ,3.8,Evidera,"Bethesda, MD","Bethesda, MD",501 - 1000 ,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),71,123,97,Very Low,3-4,501 , 1000 ,Private,False,False,False,False,False,False,False,False,False,False,True,Phd,Senior,0,1,0,0,0,0, MD
Data Scientist,71-123 ,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001 - 10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),71,123,97,Very Low,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,0,0,0, TN
Operations Data Analyst,71-123 ,3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 - 5000 ,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,71,123,97,Very Low,3-4,1001 , 5000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Entry,0,0,0,0,0,0, NC
Sr. Data Scientist II,71-123 ,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),71,123,97,Very Low,3-4,1001 , 5000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,0,1,1,1,0, NY
Data Scientist,71-123 ,3.3,II-VI Incorporated,"Champaign, IL","Saxonburg, PA",10000+ ,1971,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),71,123,97,Very Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Entry,0,1,0,0,0,0, IL
Data Scientist,71-123 ,4.6,Surya Systems,"San Francisco, CA","Bristol, PA",1 - 50 ,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),71,123,97,Very Low,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,0,1,0,0,1, CA
